#ResPipeUI	ARO_accession	ARO_name	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	Antibiotic	Efflux_Component	Efflux_Regulator	CVTERMID	gb	Species	SeqLength
3003223_U00096	ARO:3003223	Escherichia coli 16S rRNA mutation conferring resistance to edeine	16s_rRNA_with_mutation_conferring_resistance_to_peptide_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;confers_resistance_to_drug__edeine_A;confers_resistance_to_drug__edeine_B;confers_resistance_to_drug__edeine_D;confers_resistance_to_drug__edeine_F;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	39807	U00096	Escherichia coli K-12	1542
3002577_AF445082	ARO:3002577	AAC(6')-Ib4	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38977	AF445082	Acinetobacter baumannii	555
3002478_AF452105	ARO:3002478	LEN-15	LEN_beta-lactamase	penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38878	AF452105	Klebsiella pneumoniae	840
3002598_AF453998	ARO:3002598	ANT(3'')-Ii-AAC(6')-IId fusion protein	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38998	AF453998	Serratia marcescens	1392
3002681_AF462019	ARO:3002681	catB9	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__azidamfenicol;confers_resistance_to_drug__chloramphenicol;confers_resistance_to_drug__thiamphenicol	Unassigned	Unassigned	39115	AF462019	Vibrio cholerae	630
3000605_AF462611	ARO:3000605	Erm(36)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__telithromycin;confers_resistance_to_drug__clarithromycin;confers_resistance_to_drug__clindamycin;confers_resistance_to_drug__tylosin;confers_resistance_to_drug__spiramycin;confers_resistance_to_drug__azithromycin;confers_resistance_to_drug__dirithromycin;confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IIA;confers_resistance_to_drug__madumycin_II;confers_resistance_to_drug__griseoviridin;confers_resistance_to_drug__dalfopristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3;confers_resistance_to_drug__oleandomycin	Unassigned	Unassigned	36744	AF462611	Micrococcus luteus	846
3000168_AF467077.1	ARO:3000168	tet(D)	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	36307	AF467077.1	Shigella flexneri Y	1185
3001094_AF467947	ARO:3001094	SHV-36	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37474	AF467947	Klebsiella pneumoniae	861
3001095_AF467948	ARO:3001095	SHV-37	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37475	AF467948	Klebsiella pneumoniae	861
3000974_AF468003	ARO:3000974	TEM-111	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37354	AF468003	Escherichia coli	861
3003297_AF469609	ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	fluoroquinolone_resistant_gyrA	fluoroquinolone_antibiotic;nybomycin	antibiotic_target_alteration	confers_resistance_to_drug__enoxacin;confers_resistance_to_drug__ciprofloxacin;confers_resistance_to_drug__levofloxacin;confers_resistance_to_drug__moxifloxacin;confers_resistance_to_drug__gatifloxacin;confers_resistance_to_drug__lomefloxacin;confers_resistance_to_drug__nalidixic_acid;confers_resistance_to_drug__norfloxacin;confers_resistance_to_drug__ofloxacin;confers_resistance_to_drug__trovafloxacin;confers_resistance_to_drug__grepafloxacin;confers_resistance_to_drug__sparfloxacin;confers_resistance_to_drug__pefloxacin	Unassigned	Unassigned	39881	AF469609	Bartonella bacilliformis	2787
3003003_AF472622	ARO:3003003	CfxA3	CfxA_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39437	AF472622	Capnocytophaga ochracea	966
3002397_AF473577	ARO:3002397	OXY-2-2	OXY_beta-lactamase	cephalosporin;monobactam;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38797	AF473577	Klebsiella oxytoca	873
3003688_AF482691.2	ARO:3003688	PvrR	phenotypic_variant_regulator	aminoglycoside_antibiotic	resistance_by_absence	Unassigned	Unassigned	Unassigned	40325	AF482691.2	Pseudomonas aeruginosa	1200
3001885_AF488377	ARO:3001885	CTX-M-23	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38285	AF488377	Escherichia coli	876
3002409_AF491278	ARO:3002409	OXY-3-1	OXY_beta-lactamase	cephalosporin;monobactam;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38809	AF491278	Klebsiella oxytoca	867
3000964_AF495873	ARO:3000964	TEM-101	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37344	AF495873	Escherichia coli	861
3000971_AF506748	ARO:3000971	TEM-108	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37351	AF506748	Salmonella enterica subsp. enterica serovar Typhimurium	861
3004456_AF507977.1	ARO:3004456	Enterococcus faecium chloramphenicol acetyltransferase	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__chloramphenicol	Unassigned	Unassigned	41667	AF507977.1	Enterococcus faecium	648
3001419_AF509241	ARO:3001419	OXA-24	OXA_beta-lactamase	cephalosporin;monobactam;penam	antibiotic_inactivation	confers_resistance_to_drug__BAL30072	Unassigned	Unassigned	37819	AF509241	Acinetobacter baumannii	828
3000967_AF516719	ARO:3000967	TEM-104	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37347	AF516719	Klebsiella pneumoniae	861
3000968_AF516720	ARO:3000968	TEM-105	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37348	AF516720	Escherichia coli	861
3001887_AF518567	ARO:3001887	CTX-M-25	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38287	AF518567	Escherichia coli	876
3001808_AF525303	ARO:3001808	OXA-60	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38208	AF525303	Ralstonia pickettii	816
3000879_AF527798.1	ARO:3000879	TEM-7	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37259	AF527798.1	Escherichia coli	785
3000165_AF534183.1	ARO:3000165	tet(A)	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tigecycline;confers_resistance_to_drug__tetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	36304	AF534183.1	Shigella sonnei	1275
3003047_AF535087	ARO:3003047	qacB	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;confers_resistance_to__fluoroquinolone_antibiotic;diaminopyrimidine_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	Unassigned	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39481	AF535087	Staphylococcus aureus	1545
3000978_AF535127	ARO:3000978	TEM-115	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37358	AF535127	Klebsiella pneumoniae	861
3001098_AF535128	ARO:3001098	SHV-40	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37478	AF535128	Klebsiella pneumoniae	861
3001099_AF535129	ARO:3001099	SHV-41	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37479	AF535129	Klebsiella pneumoniae	861
3001100_AF535130	ARO:3001100	SHV-42	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37480	AF535130	Klebsiella pneumoniae	861
3002871_AF540889	ARO:3002871	tet37	tetracycline_inactivation_enzyme	tetracycline_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__tetracycline	Unassigned	Unassigned	39305	AF540889	uncultured bacterium	327
3001103_AF547625	ARO:3001103	SHV-45	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37483	AF547625	Klebsiella pneumoniae	861
3002601_AF550679.1	ARO:3002601	aadA	ANT(3'')	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__spectinomycin;confers_resistance_to_drug__streptomycin	Unassigned	Unassigned	39001	AF550679.1	Escherichia coli	792
3004145_AFRQ01000061.1	ARO:3004145	AxyZ	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux;antibiotic_target_alteration	erythromycin;cefepime	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	protein(s)_and_two-component_regulatory_system_modulating_antibiotic_efflux	41274	AFRQ01000061.1	Achromobacter insuavis AXX-A	639
3004142_AFRQ01000061.1	ARO:3004142	OprZ	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;cefepime	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	41270	AFRQ01000061.1	Achromobacter insuavis AXX-A	1392
3004144_AFRQ01000061.1	ARO:3004144	AxyY	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;cefepime	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	41273	AFRQ01000061.1	Achromobacter insuavis AXX-A	3138
3004143_AFRQ01000061.1	ARO:3004143	AxyX	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;cefepime	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	41272	AFRQ01000061.1	Achromobacter insuavis AXX-A	1176
3004661_AHLO01000073.1	ARO:3004661	Staphylococcus aureus FosB	fosfomycin_thiol_transferase	fosfomycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	42703	AHLO01000073.1	Staphylococcus aureus subsp. aureus IS-88	420
3002875_AIIS01000002.1	ARO:3002875	dfrE	trimethoprim_resistant_dihydrofolate_reductase_dfr	diaminopyrimidine_antibiotic	antibiotic_target_replacement	trimethoprim;brodimoprim;tetroxoprim;iclaprim	Unassigned	Unassigned	39309	AIIS01000002.1	Enterococcus faecalis EnGen0074	495
3000343_AJ000283	ARO:3000343	tap	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	36482	AJ000283	Mycolicibacterium fortuitum	1230
3001869_AJ005044	ARO:3001869	CTX-M-6	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38269	AJ005044	Salmonella enterica subsp. enterica serovar Typhimurium	876
3001870_AJ005045	ARO:3001870	CTX-M-7	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38270	AJ005045	Salmonella enterica subsp. enterica serovar Typhimurium	876
3004359_AJ007350.1	ARO:3004359	ACI-1	ACI_beta-lactamase	cephalosporin;penam;penem	antibiotic_inactivation	confers_resistance_to_drug__penicillin;confers_resistance_to_drug__ceftazidime;confers_resistance_to_drug__amoxicillin;confers_resistance_to_drug__cefotaxime;confers_resistance_to_drug__ticarcillin	Unassigned	Unassigned	41531	AJ007350.1	Acidaminococcus fermentans	855
3004592_AJ009971.2	ARO:3004592	erm(32)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	42522	AJ009971.2	Streptomyces fradiae	843
3003847_AJ009979.1	ARO:3003847	ADC-1	ADC_beta-lactamase_without_carbapenemase_activity	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	40544	AJ009979.1	Acinetobacter baumannii	1152
3002018_AJ011291	ARO:3002018	CMY-7	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38418	AJ011291	Escherichia coli	1146
3002017_AJ011293	ARO:3002017	CMY-6	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38417	AJ011293	Escherichia coli	1146
3001074_AJ011428	ARO:3001074	SHV-15	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37454	AJ011428	Escherichia coli	861
3004122_AJ011502.1	ARO:3004122	Klebsiella pneumoniae OmpK37	General_Bacterial_Porin_with_reduced_permeability_to_beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced_permeability_to_antibiotic	confers_resistance_to_drug__cefoxitin;confers_resistance_to_drug__cefotaxime	Unassigned	Unassigned	41247	AJ011502.1	Klebsiella pneumoniae	1125
3000939_AJ012256	ARO:3000939	TEM-73	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37319	AJ012256	Proteus mirabilis	861
3001815_AJ133121	ARO:3001815	ACC-1	ACC_beta-lactamase	cephalosporin;monobactam;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38215	AJ133121	Klebsiella pneumoniae	1161
3000194_AJ222769.3	ARO:3000194	tetW	tetracycline-resistant_ribosomal_protection_protein	tetracycline_antibiotic	antibiotic_target_protection	confers_resistance_to_drug__tetracycline;confers_resistance_to_drug__doxycycline;confers_resistance_to_drug__minocycline;confers_resistance_to_drug__chlortetracycline;confers_resistance_to_drug__demeclocycline;confers_resistance_to_drug__oxytetracycline	Unassigned	Unassigned	36333	AJ222769.3	Butyrivibrio fibrisolvens	1920
3002192_AJ223604	ARO:3002192	IMP-1	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38592	AJ223604	Pseudomonas aeruginosa	741
3002678_AJ223604	ARO:3002678	Pseudomonas aeruginosa catB6	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__azidamfenicol;confers_resistance_to_drug__chloramphenicol;confers_resistance_to_drug__thiamphenicol	Unassigned	Unassigned	39112	AJ223604	Pseudomonas aeruginosa	633
3001303_AJ223970.1	ARO:3001303	ErmO-srmA	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	37702	AJ223970.1	Streptomyces ambofaciens	780
3000463_AJ223970	ARO:3000463	gimA	gimA_family_macrolide_glycosyltransferase	macrolide_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__tylosin;confers_resistance_to_drug__oleandomycin;confers_resistance_to_drug__chalcomycin;confers_resistance_to_drug__methymycin	Unassigned	Unassigned	36602	AJ223970	Streptomyces ambofaciens	1254
3002836_AJ238249.1	ARO:3002836	lnuB	lincosamide_nucleotidyltransferase_(LNU)	lincosamide_antibiotic	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39270	AJ238249.1	Enterococcus faecium	804
3000935_AJ239002	ARO:3000935	TEM-68	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37315	AJ239002	Klebsiella pneumoniae	861
3002193_AJ243491	ARO:3002193	IMP-2	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38593	AJ243491	Acinetobacter baumannii	741
3000476_AJ250203	ARO:3000476	tet(31)	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	36615	AJ250203	Aeromonas salmonicida subsp. salmonicida	1233
3000851_AJ250876	ARO:3000851	THIN-B	THIN-B_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37231	AJ250876	Janthinobacterium lividum	951
3003056_AJ252200	ARO:3003056	smeE	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	tetracycline;chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39490	AJ252200	Stenotrophomonas maltophilia	3123
3003057_AJ252200	ARO:3003057	smeF	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	tetracycline;chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39491	AJ252200	Stenotrophomonas maltophilia	1401
3003055_AJ252200	ARO:3003055	smeD	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	tetracycline;chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39489	AJ252200	Stenotrophomonas maltophilia	1185
